"Key","Administration","Party","Department","Name","LastName","ServiceStart","ServiceEnd","DeptScandalFlag","ScandalFlag","ScandalDesc","EduDesc","Bachelors","Masters","MD","Law","Doctorate","MilitaryService","MilitaryDatesServed","MilitaryBranch","Gender","ForeignBorn","Minority","DiedOffice","SenateVotesFor","SenateVotesAgainst","NotesDiscrepancies","","","","","","","","","",""
"120","Van Buren","Democrat","Postmaster General","John M. Niles","Niles","1840-05-26","1841-03-03","","","","read law","","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"121","Van Buren","Democrat","Secretary of the Navy","Mahlon Dickerson","Dickerson","1837-03-04","1838-06-25","","","","Princeton University (grad.)","1","","","1","","","","","1","0","0","0","pa","pa","","","","","","","","","","",""
"122","Van Buren","Democrat","Secretary of the Navy","James K. Paulding","Paulding","1838-07-01","1841-03-03","","","","no college","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"123","William Henry Harrison","Whig","President","William Henry Harrison","Harrison","1841-03-04","1841-04-04","","","","Hampden–Sydney College; University of Pennsylvania","","","","","","maj. gen.;maj. gen.","1791-1798; 1811-1814","Army; Army","1","0","0","0","eo","eo","","","","","","","","","","",""
"124","William Henry Harrison","Whig","Vice President","John Tyler","Tyler","1841-03-04","1841-04-04","","","","College of William and Mary (grad.)","1","","","1","","","","","1","0","0","0","eo","eo","","","","","","","","","","",""
"125","William Henry Harrison","Whig","Secretary of State","Daniel Webster","Webster","1841-03-04","1841-04-04","","","","Dartmouth College (grad.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"126","William Henry Harrison","Whig","Secretary of the Treasury","Thomas Ewing","Ewing","1841-03-04","1841-04-04","","","","Ohio University (BA)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"127","William Henry Harrison","Whig","Secretary of War","John Bell","Bell","1841-03-04","1841-04-04","","","","University of Nashville (grad.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"128","William Henry Harrison","Whig","Attorney General","John J. Crittenden","Crittenden","1841-03-04","1841-04-04","","","","Washington and Lee University; College of William and Mary (BA)","1","","","1","","ADC","War of 1812","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"129","William Henry Harrison","Whig","Postmaster General","Francis Granger","Granger","1841-03-04","1841-04-04","","","","Yale University (grad.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"130","William Henry Harrison","Whig","Secretary of the Navy","George E. Badger","Badger","1841-03-04","1841-04-04","","","","Yale University","","","","1","","maj.","1814-1816","Militia/National Guard","1","0","0","0","nr","nr","","","","","","","","","","",""
"131","Tyler","Whig","President","John Tyler","Tyler","1841-06-04","1845-03-03","","","","College of William and Mary (grad.)","1","","","1","","","","","1","0","0","0","eo","eo","","","","","","","","","","",""
"132","Tyler","Whig","Secretary of State","Daniel Webster","Webster","1841-06-04","1843-05-08","","","","Dartmouth College (grad.)","1","","","1","","","","","1","0","0","0","pa","pa","","","","","","","","","","",""
"133","Tyler","Whig","Secretary of State","Abel P. Upshur","Upshur","1843-07-24","1844-02-28","","","","Yale University; Princeton University","","","","1","","","","","1","0","0","1","nr","nr","","","","","","","","","","",""
"134","Tyler","Whig","Secretary of State","John C. Calhoun","Calhoun","1844-04-01","1845-03-03","","","","Yale University (grad.); Litchfield Law School (law deg.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"135","Tyler","Whig","Secretary of the Treasury","Thomas Ewing","Ewing","1841-06-04","1841-09-13","","","","Ohio University (BA)","1","","","1","","","","","1","0","0","0","pa","pa","","","","","","","","","","",""
"136","Tyler","Whig","Secretary of the Treasury","Walter Forward","Forward","1841-09-13","1843-03-01","","","","read law","","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"137","Tyler","Whig","Secretary of the Treasury","John C. Spencer","Spencer","1843-03-08","1844-05-02","","","","Williams College; Union College (BA)","1","","","1","","brigade judge advocate","War of 1812","Army","1","0","0","0","22","20","","","","","","","","","","",""
"138","Tyler","Whig","Secretary of the Treasury","George M. Bibb","Bibb","1844-07-04","1845-03-03","","","","Hampden–Sydney College; College of William and Mary (grad.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"139","Tyler","Whig","Secretary of War","John Bell","Bell","1841-06-04","1841-09-12","","","","University of Nashville (grad.)","1","","","1","","","","","1","0","0","0","pa","pa","","","","","","","","","","",""
"140","Tyler","Whig","Secretary of War","John C. Spencer","Spencer","1841-09-12","1843-03-08","","","","Williams College; Union College (BA)","1","","","1","","brigade judge advocate","War of 1812","Army","1","0","0","0","22","20","","","","","","","","","","",""
"141","Tyler","Whig","Secretary of War","James M. Porter","Porter","1843-03-08","1844-02-15","","","","read law","","","","1","","2nd lt.; col.","War of 1812; War of 1812","Militia/National Guard; Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"142","Tyler","Whig","Secretary of War","William Wilkins","Wilkins","1844-02-20","1845-03-03","","","","Dickinson College (grad.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"143","Tyler","Whig","Attorney General","John J. Crittenden","Crittenden","1841-06-04","1841-09-13","","","","Washington and Lee University; College of William and Mary (BA)","1","","","1","","ADC","War of 1812","Army","1","0","0","0","pa","pa","","","","","","","","","","",""
"144","Tyler","Whig","Attorney General","Hugh S. Legaré","Legaré","1841-09-20","1843-06-20","","","","University of South Carolina (grad.)","1","","","1","","","","","1","0","0","1","nr","nr","","","","","","","","","","",""
"145","Tyler","Whig","Attorney General","John Nelson","Nelson","1843-07-01","1845-03-03","","","","College of William and Mary (grad.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"146","Tyler","Whig","Postmaster General","Francis Granger","Granger","1841-06-04","1841-09-13","","","","Yale University (grad.)","1","","","1","","","","","1","0","0","0","pa","pa","","","","","","","","","","",""
"147","Tyler","Whig","Postmaster General","Charles A. Wickliffe","Wickliffe","1841-10-13","1845-03-03","","","","read law","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"148","Tyler","Whig","Secretary of the Navy","George E. Badger","Badger","1841-06-04","1841-09-11","","","","Yale University","","","","1","","maj.","1814-1816","Militia/National Guard","1","0","0","0","pa","pa","","","","","","","","","","",""
"149","Tyler","Whig","Secretary of the Navy","Abel P. Upshur","Upshur","1841-10-11","1843-06-24","","","","Yale University; Princeton University","","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"150","Tyler","Whig","Secretary of the Navy","David Henshaw","Henshaw","1843-07-24","1844-02-15","","","","no college","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"151","Tyler","Whig","Secretary of the Navy","Thomas W. Gilmer","Gilmer","1844-02-19","1844-02-28","","","","read law","","","","1","","","","","1","0","0","1","nr","nr","","","","","","","","","","",""
"152","Tyler","Whig","Secretary of the Navy","John Y. Mason","Mason","1844-03-26","1845-03-03","","","","University of North Carolina, Chapel Hill (grad.); Tapping Reeve Law School","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"153","Polk","Democrat","President","James K. Polk","Polk","1845-03-04","1849-03-03","","","","University of North Carolina, Chapel Hill (BA)","1","","","1","","","","","1","0","0","0","eo","eo","","","","","","","","","","",""
"154","Polk","Democrat","Vice President","George M. Dallas","Dallas","1845-03-04","1849-03-03","","","","Princeton University (grad.)","1","","","1","","","","","1","0","0","0","eo","eo","","","","","","","","","","",""
"155","Polk","Democrat","Secretary of State","James Buchanan","Buchanan","1845-03-10","1849-03-03","","","","Dickinson College (grad.)","1","","","1","","n.a.","War of 1812","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"156","Polk","Democrat","Secretary of the Treasury","Robert J. Walker","Walker","1845-03-06","1849-03-03","","","","University of Pennsylvania (grad.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"157","Polk","Democrat","Secretary of War","William L. Marcy","Marcy","1845-03-08","1849-03-03","","","","Brown University (grad.)","1","","","1","","adj. gen.; adj. gen.","War of 1812; 1821","Army; Militia/National Guard","1","0","0","0","nr","nr","","","","","","","","","","",""
"158","Polk","Democrat","Attorney General","John Y. Mason","Mason","1845-03-11","1846-10-17","","","","University of North Carolina, Chapel Hill (grad.); Tapping Reeve Law School","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"159","Polk","Democrat","Attorney General","Nathan Clifford","Clifford","1846-10-17","1848-03-18","","","","read law","","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"160","Polk","Democrat","Attorney General","Isaac Toucey","Toucey","1848-06-29","1849-03-03","","","","read law","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"161","Polk","Democrat","Postmaster General","Cave Johnson","Johnson","1845-03-06","1849-03-03","","","","University of Nashville","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"162","Polk","Democrat","Secretary of the Navy","George Bancroft","Bancroft","1845-03-10","1846-09-09","","","","Harvard University (grad.); University of Göttingen (PHD)","1","","","","1","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"163","Polk","Democrat","Secretary of the Navy","John Y. Mason","Mason","1846-09-09","1849-03-03","","","","University of North Carolina, Chapel Hill (grad.); Tapping Reeve Law School","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"164","Taylor","Whig","President","Zachary Taylor","Taylor","1849-03-04","1850-07-09","","","","no college","","","","","","maj. gen.","1806-1849","Army","1","0","0","0","eo","eo","","","","","","","","","","",""
"165","Taylor","Whig","Vice President","Millard Fillmore","Fillmore","1849-03-04","1850-07-09","","","","read law","","","","1","","cmdr. Home Guard","Civil War","Militia/National Guard","1","0","0","0","eo","eo","","","","","","","","","","",""
"166","Taylor","Whig","Secretary of State","John M. Clayton","Clayton","1849-03-07","1850-07-09","","","","Yale University (grad.); Litchfield Law School","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"167","Taylor","Whig","Secretary of the Treasury","William M. Meredith","Meredith","1849-03-08","1850-07-09","","1","Galphin Affair","University of Pennsylvania (BA)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"168","Taylor","Whig","Secretary of War","George W. Crawford","Crawford","1849-03-14","1850-07-09","","1","Galphin Affair","Princeton University (grad.); Franklin College of Arts and Sciences","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"169","Taylor","Whig","Attorney General","Reverdy Johnson","Johnson","1849-03-08","1850-07-09","","1","Galphin Affair","St. John's College (grad.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"170","Taylor","Whig","Postmaster General","Jacob Collamer","Collamer","1849-03-08","1850-07-09","","","","University of Vermont (grad.)","1","","","1","","lt.","War of 1812","Militia/National Guard","1","0","0","0","nr","nr","","","","","","","","","","",""
"171","Taylor","Whig","Secretary of the Navy","William B. Preston","Preston","1849-03-08","1850-07-09","","","","Hampden–Sydney College; University of Virginia","1","","","1","","","","","1","0","0","0","nr","nr","Hampden-Syndey College incorrectly listed as Coll. of William and Mary in Sobel et al.","","","","","","","","","",""
"172","Taylor","Whig","Secretary of the Interior","Thomas Ewing","Ewing","1849-03-08","1850-07-09","","","","Ohio University (BA)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"173","Fillmore","Whig","President","Millard Fillmore","Fillmore","1850-07-10","1853-03-03","","","","read law","","","","1","","cmdr. Home Guard","Civil War","Militia/National Guard","1","0","0","0","eo","eo","","","","","","","","","","",""
"174","Fillmore","Whig","Secretary of State","John M. Clayton","Clayton","1850-07-10","1850-07-22","","","","Yale University (grad.); Litchfield Law School","1","","","1","","","","","1","0","0","0","pa","pa","","","","","","","","","","",""
"175","Fillmore","Whig","Secretary of State","Daniel Webster","Webster","1850-07-23","1852-10-24","","","","Dartmouth College (grad.)","1","","","1","","","","","1","0","0","1","nr","nr","","","","","","","","","","",""
"176","Fillmore","Whig","Secretary of State","Edward Everett","Everett","1852-11-06","1853-03-03","","","","Harvard University (grad.); studied theology independently","1","1","","","1","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"177","Fillmore","Whig","Secretary of the Treasury","William M. Meredith","Meredith","1850-07-10","1850-07-23","","1","Galphin Affair","University of Pennsylvania (BA)","1","","","1","","","","","1","0","0","0","pa","pa","","","","","","","","","","",""
"178","Fillmore","Whig","Secretary of the Treasury","Thomas Corwin","Corwin","1850-07-23","1853-03-03","","","","read law","","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"179","Fillmore","Whig","Secretary of War","George W. Crawford","Crawford","1850-07-10","1850-07-23","","1","Galphin Affair","Princeton University (grad.); Franklin College of Arts and Sciences","1","","","1","","","","","1","0","0","0","pa","pa","","","","","","","","","","",""
"180","Fillmore","Whig","Secretary of War","Charles M. Conrad","Conrad","1850-08-15","1853-03-03","","","","read law","","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
